#縣市,鄉鎮,村里,開票所數,1得票,2得票,3得票,無效票,選舉人數
高雄市,大樹區,水寮里,2,1194,508,37,42,6735
高雄市,大樹區,九曲里,3,1824,1391,59,69,13134
高雄市,大樹區,龍目里,2,971,274,48,33,4743
高雄市,大樹區,,0,16733,9581,584,678,104370
高雄市,,,0,883158,730461,39469,32832,6576015
苗栗縣,頭屋鄉,頭屋村,2,434,1369,49,51,7152
苗栗縣,頭屋鄉,北坑村,1,144,381,6,6,2172
苗栗縣,頭屋鄉,獅潭村,2,315,903,45,33,4986
苗栗縣,頭屋鄉,象山村,2,410,985,35,45,5739
苗栗縣,頭屋鄉,鳴鳳村,1,97,174,3,12,1110
苗栗縣,頭屋鄉,飛鳳村,1,96,217,5,18,1257
苗栗縣,頭屋鄉,明德村,2,186,585,35,15,3204
苗栗縣,頭屋鄉,曲洞村,1,226,446,22,6,2652
苗栗縣,頭屋鄉,,0,1908,5060,200,186,28272
苗栗縣,公館鄉,大坑村,1,238,454,26,21,2979
苗栗縣,公館鄉,鶴岡村,1,298,728,58,48,4350
苗栗縣,公館鄉,北河村,1,85,150,15,12,1020
苗栗縣,公館鄉,玉泉村,2,481,1042,64,45,6267
苗栗縣,公館鄉,中義村,2,501,1033,46,48,6669
苗栗縣,公館鄉,南河村,1,35,134,8,0,699
苗栗縣,公館鄉,石墻村,2,300,703,34,39,4401
苗栗縣,公館鄉,開礦村,1,83,155,10,12,1059
苗栗縣,公館鄉,福基村,1,185,548,24,9,3174
苗栗縣,公館鄉,福星村,2,394,930,42,24,5592
苗栗縣,公館鄉,玉谷村,1,314,614,39,21,3981
苗栗縣,公館鄉,福德村,1,94,186,21,6,1179
苗栗縣,公館鄉,館南村,3,616,1609,71,42,9426
苗栗縣,公館鄉,鶴山村,1,312,684,37,21,4299
苗栗縣,公館鄉,館東村,2,531,1179,58,39,6921
苗栗縣,公館鄉,館中村,2,394,791,48,36,4887
苗栗縣,公館鄉,五谷村,2,556,944,47,33,6174
苗栗縣,公館鄉,尖山村,1,313,722,37,30,4377
苗栗縣,公館鄉,仁安村,1,319,582,32,24,3750
苗栗縣,公館鄉,,0,6049,13188,717,510,81204
苗栗縣,南庄鄉,員林村,1,242,494,18,21,3090
苗栗縣,南庄鄉,蓬萊村,1,91,457,22,9,2589
苗栗縣,南庄鄉,東村,1,196,599,21,33,3462
苗栗縣,南庄鄉,南江村,1,219,665,54,24,4074
苗栗縣,南庄鄉,西村,1,127,365,23,0,2073
苗栗縣,南庄鄉,南富村,1,197,595,17,24,3222
苗栗縣,南庄鄉,獅山村,1,194,387,37,21,2718
苗栗縣,南庄鄉,東河村,1,74,497,33,9,2964
苗栗縣,南庄鄉,田美村,1,170,406,17,33,2502
苗栗縣,南庄鄉,,0,1510,4465,242,174,26694
苗栗縣,三義鄉,鯉魚潭村,2,435,484,25,30,3672
苗栗縣,三義鄉,勝興村,3,715,1713,84,60,10098
苗栗縣,三義鄉,廣盛村,4,841,2187,84,78,12360
苗栗縣,三義鄉,龍騰村,1,65,247,13,9,1236
苗栗縣,三義鄉,西湖村,2,251,849,28,33,4320
苗栗縣,三義鄉,湖村,2,368,931,50,27,5385
苗栗縣,三義鄉,潭村,2,310,728,25,39,4143
苗栗縣,三義鄉,,0,2985,7139,309,276,41214
苗栗縣,後龍鎮,福寧里,1,243,280,12,24,2325
苗栗縣,後龍鎮,中和里,1,307,424,14,12,3411
苗栗縣,後龍鎮,灣寶里,1,479,393,24,18,3876
苗栗縣,後龍鎮,秀水里,1,223,252,9,18,2088
苗栗縣,後龍鎮,大庄里,4,1025,1624,70,60,11547
苗栗縣,後龍鎮,海埔里,1,280,317,19,30,2928
苗栗縣,後龍鎮,埔頂里,2,710,1124,40,60,7797
苗栗縣,後龍鎮,外埔里,1,227,477,13,21,3255
苗栗縣,後龍鎮,復興里,1,222,283,10,12,2064
苗栗縣,後龍鎮,南龍里,2,360,570,24,33,4242
苗栗縣,後龍鎮,水尾里,1,316,400,24,24,3147
苗栗縣,後龍鎮,豐富里,1,213,696,14,33,3549
苗栗縣,後龍鎮,校椅里,1,225,419,18,21,2844
苗栗縣,後龍鎮,南港里,1,438,387,18,36,3768
苗栗縣,後龍鎮,中龍里,1,290,320,19,15,2562
苗栗縣,後龍鎮,溪洲里,2,622,893,42,36,6810
苗栗縣,後龍鎮,新民里,1,290,671,27,33,4077
苗栗縣,後龍鎮,龍津里,1,170,230,10,21,1767
苗栗縣,後龍鎮,大山里,2,486,558,30,57,4614
苗栗縣,後龍鎮,海寶里,1,330,305,16,33,2823
苗栗縣,後龍鎮,東明里,1,424,507,25,45,4185
苗栗縣,後龍鎮,龍坑里,1,410,459,18,30,3774
苗栗縣,後龍鎮,北龍里,2,476,570,29,45,4257
苗栗縣,後龍鎮,,0,8766,12159,525,717,91710
苗栗縣,苗栗市,勝利里,3,741,2029,78,78,11181
苗栗縣,苗栗市,玉清里,2,407,1255,59,51,6798
苗栗縣,苗栗市,青苗里,1,204,539,22,21,3039
苗栗縣,苗栗市,中苗里,1,228,597,26,15,3315
苗栗縣,苗栗市,恭敬里,1,302,637,45,27,3864
苗栗縣,苗栗市,南勢里,2,367,919,38,30,5619
苗栗縣,苗栗市,玉苗里,1,241,465,25,30,2973
苗栗縣,苗栗市,維新里,3,729,2071,77,75,11295
苗栗縣,苗栗市,嘉盛里,3,683,1834,66,66,10191
苗栗縣,苗栗市,大同里,1,116,309,17,6,1746
苗栗縣,苗栗市,玉華里,3,630,1922,72,36,10380
苗栗縣,苗栗市,文聖里,2,558,1471,50,42,8502
苗栗縣,苗栗市,嘉新里,2,541,1622,60,51,8637
苗栗縣,苗栗市,福星里,3,736,2056,66,54,11229
苗栗縣,苗栗市,福麗里,4,813,2543,87,75,14394
苗栗縣,苗栗市,建功里,3,705,2300,115,42,11979
苗栗縣,苗栗市,新英里,2,326,806,43,21,4953
苗栗縣,苗栗市,上苗里,2,390,868,53,21,5034
苗栗縣,苗栗市,水源里,2,388,1184,64,57,6792
苗栗縣,苗栗市,高苗里,2,539,1499,74,36,8658
苗栗縣,苗栗市,新苗里,1,225,458,15,9,2760
苗栗縣,苗栗市,文山里,2,563,1723,71,42,9420
苗栗縣,苗栗市,新川里,1,243,568,29,18,3462
苗栗縣,苗栗市,維祥里,3,585,1871,72,27,10143
苗栗縣,苗栗市,清華里,3,621,1710,67,18,9225
苗栗縣,苗栗市,福安里,3,580,1629,61,69,9204
苗栗縣,苗栗市,綠苗里,1,184,466,19,15,2565
苗栗縣,苗栗市,北苗里,4,912,2620,91,51,14268
苗栗縣,苗栗市,,0,13557,37971,1562,1083,211626
苗栗縣,竹南鎮,新南里,3,1043,1679,80,60,10758
苗栗縣,竹南鎮,竹南里,2,582,836,49,21,5721
苗栗縣,竹南鎮,港墘里,2,584,843,30,42,5367
苗栗縣,竹南鎮,大埔里,3,978,1244,73,57,9456
苗栗縣,竹南鎮,山佳里,4,900,1784,116,42,11247
苗栗縣,竹南鎮,天文里,2,440,906,51,30,5514
苗栗縣,竹南鎮,聖福里,3,838,1572,77,60,9621
苗栗縣,竹南鎮,公里,1,256,578,29,18,3504
苗栗縣,竹南鎮,海口里,3,931,1313,71,51,9285
苗栗縣,竹南鎮,正南里,2,736,1118,56,42,7695
苗栗縣,竹南鎮,崎頂里,4,963,1389,80,63,9984
苗栗縣,竹南鎮,頂埔里,2,613,956,39,24,6363
苗栗縣,竹南鎮,中港里,1,279,494,29,24,3105
苗栗縣,竹南鎮,營盤里,3,919,1323,53,33,8841
苗栗縣,竹南鎮,中華里,3,784,1161,66,48,7740
苗栗縣,竹南鎮,龍鳳里,2,554,962,56,27,6033
苗栗縣,竹南鎮,佳興里,2,755,1298,54,36,7971
苗栗縣,竹南鎮,公義里,1,392,370,30,6,2934
苗栗縣,竹南鎮,中英里,2,370,657,38,15,4356
苗栗縣,竹南鎮,照南里,3,968,1422,76,48,9225
苗栗縣,竹南鎮,中美里,2,524,888,39,33,5619
苗栗縣,竹南鎮,竹興里,3,820,1186,59,90,8529
苗栗縣,竹南鎮,龍山里,2,506,829,45,42,5376
苗栗縣,竹南鎮,大厝里,4,1143,1902,102,54,11952
苗栗縣,竹南鎮,開元里,1,216,282,7,21,1959
苗栗縣,竹南鎮,,0,17094,26992,1405,987,178155
苗栗縣,頭份鎮,成功里,3,526,1884,77,39,9825
苗栗縣,頭份鎮,流東里,2,395,1145,55,45,6435
苗栗縣,頭份鎮,建國里,3,634,1756,69,36,9579
苗栗縣,頭份鎮,信義里,1,155,401,12,15,2757
苗栗縣,頭份鎮,土牛里,1,195,379,20,18,2379
苗栗縣,頭份鎮,自強里,2,382,1010,30,21,5790
苗栗縣,頭份鎮,上埔里,2,399,1394,61,48,7335
苗栗縣,頭份鎮,尖下里,2,443,1385,52,60,7563
苗栗縣,頭份鎮,尖山里,1,248,788,22,12,4095
苗栗縣,頭份鎮,民族里,2,311,990,34,33,5268
苗栗縣,頭份鎮,蘆竹里,1,368,612,26,27,4062
苗栗縣,頭份鎮,上興里,1,253,723,31,21,4203
苗栗縣,頭份鎮,斗煥里,3,603,1537,53,75,8784
苗栗縣,頭份鎮,田寮里,3,679,1794,74,51,10119
苗栗縣,頭份鎮,蟠桃里,4,856,2461,94,75,13527
苗栗縣,頭份鎮,珊湖里,2,326,910,42,30,5094
苗栗縣,頭份鎮,忠孝里,3,494,1598,73,36,8223
苗栗縣,頭份鎮,東庄里,2,512,1458,68,21,8025
苗栗縣,頭份鎮,山下里,3,607,1830,92,33,9654
苗栗縣,頭份鎮,文化里,2,587,1361,57,33,7806
苗栗縣,頭份鎮,合興里,2,420,1085,53,24,6099
苗栗縣,頭份鎮,新華里,3,598,2004,81,75,10584
苗栗縣,頭份鎮,民權里,2,389,961,47,42,5514
苗栗縣,頭份鎮,興隆里,3,693,1910,83,66,10842
苗栗縣,頭份鎮,仁愛里,2,337,779,48,12,4713
苗栗縣,頭份鎮,廣興里,1,153,526,25,18,2691
苗栗縣,頭份鎮,和平里,1,275,508,29,33,3156
苗栗縣,頭份鎮,頭份里,3,544,1622,113,63,8961
苗栗縣,頭份鎮,濫坑里,2,366,1159,36,39,6240
苗栗縣,頭份鎮,下興里,2,460,1144,51,33,6867
苗栗縣,頭份鎮,民生里,2,415,1062,67,36,6558
苗栗縣,頭份鎮,後庄里,3,698,1598,77,30,9210
苗栗縣,頭份鎮,,0,14321,39774,1752,1200,221958
苗栗縣,獅潭鄉,豐林村,1,74,346,11,42,1866
苗栗縣,獅潭鄉,新豐村,1,76,175,5,6,1107
苗栗縣,獅潭鄉,和興村,1,129,265,14,12,1719
苗栗縣,獅潭鄉,永興村,1,133,276,10,15,1758
苗栗縣,獅潭鄉,竹木村,1,147,372,14,12,2235
苗栗縣,獅潭鄉,新店村,1,201,439,25,15,2802
苗栗縣,獅潭鄉,百壽村,1,43,215,5,12,1101
苗栗縣,獅潭鄉,,0,803,2088,84,114,12588
苗栗縣,造橋鄉,龍昇村,1,283,382,18,36,2916
苗栗縣,造橋鄉,大龍村,1,101,284,13,15,1488
苗栗縣,造橋鄉,豐湖村,1,180,530,28,21,3024
苗栗縣,造橋鄉,造橋村,2,322,1113,52,36,6030
苗栗縣,造橋鄉,錦水村,1,113,299,8,3,1527
苗栗縣,造橋鄉,談文村,1,201,345,18,24,2262
苗栗縣,造橋鄉,朝陽村,1,394,609,29,18,4047
苗栗縣,造橋鄉,平興村,1,73,276,17,15,1422
苗栗縣,造橋鄉,大西村,3,648,1778,70,57,9996
苗栗縣,造橋鄉,,0,2315,5616,253,225,32712
苗栗縣,銅鑼鄉,福興村,1,105,642,18,18,3069
苗栗縣,銅鑼鄉,竹森村,1,172,598,18,21,3360
苗栗縣,銅鑼鄉,中平村,3,717,1352,70,33,9117
苗栗縣,銅鑼鄉,興隆村,1,132,289,16,18,1830
苗栗縣,銅鑼鄉,九湖村,1,192,648,23,27,3555
苗栗縣,銅鑼鄉,新隆村,1,108,313,4,9,1698
苗栗縣,銅鑼鄉,朝陽村,2,323,921,40,27,5193
苗栗縣,銅鑼鄉,盛隆村,1,107,197,14,12,1371
苗栗縣,銅鑼鄉,銅鑼村,4,825,2350,105,48,12981
苗栗縣,銅鑼鄉,樟樹村,1,291,645,37,24,3894
苗栗縣,銅鑼鄉,,0,2972,7955,345,237,46068
苗栗縣,西湖鄉,二湖村,1,145,333,9,15,2064
苗栗縣,西湖鄉,湖東村,1,238,524,35,30,3378
苗栗縣,西湖鄉,下埔村,1,92,337,10,3,1776
苗栗縣,西湖鄉,金獅村,1,102,281,14,6,1644
苗栗縣,西湖鄉,龍洞村,1,100,229,11,12,1422
苗栗縣,西湖鄉,高埔村,1,93,337,21,21,1755
苗栗縣,西湖鄉,五湖村,1,141,487,12,15,2670
苗栗縣,西湖鄉,四湖村,1,97,344,14,9,1896
苗栗縣,西湖鄉,三湖村,1,203,462,15,36,2811
苗栗縣,西湖鄉,,0,1211,3334,141,147,19416
苗栗縣,泰安鄉,士林村,1,19,346,32,9,1584
苗栗縣,泰安鄉,象鼻村,1,98,320,19,6,1716
苗栗縣,泰安鄉,大興村,1,26,293,7,15,1320
苗栗縣,泰安鄉,梅園村,1,48,232,15,6,1302
苗栗縣,泰安鄉,八卦村,1,38,140,4,9,834
苗栗縣,泰安鄉,錦水村,1,123,571,17,15,3120
苗栗縣,泰安鄉,清安村,2,110,481,15,9,2565
苗栗縣,泰安鄉,中興村,1,42,281,12,6,1494
苗栗縣,泰安鄉,,0,504,2664,121,75,13935
苗栗縣,苑裡鎮,田心里,2,577,548,33,33,4779
苗栗縣,苑裡鎮,新復里,1,431,481,22,24,3756
苗栗縣,苑裡鎮,南勢里,1,275,204,13,18,2202
苗栗縣,苑裡鎮,房裡里,2,833,742,27,39,6558
苗栗縣,苑裡鎮,苑北里,1,316,300,17,12,2598
苗栗縣,苑裡鎮,苑東里,2,735,714,35,30,6036
苗栗縣,苑裡鎮,舊社里,2,637,608,37,36,5325
苗栗縣,苑裡鎮,泰田里,2,613,459,38,12,4641
苗栗縣,苑裡鎮,水坡里,1,284,163,14,9,1926
苗栗縣,苑裡鎮,海岸里,1,456,293,16,21,3348
苗栗縣,苑裡鎮,蕉埔里,1,312,289,14,6,2592
苗栗縣,苑裡鎮,客庄里,3,1298,1385,61,66,10947
苗栗縣,苑裡鎮,福田里,1,466,381,25,27,3756
苗栗縣,苑裡鎮,苑坑里,1,404,242,17,21,2886
苗栗縣,苑裡鎮,山柑里,1,468,514,23,33,4074
苗栗縣,苑裡鎮,上里,2,579,537,39,54,4821
苗栗縣,苑裡鎮,玉田里,2,633,490,37,39,5094
苗栗縣,苑裡鎮,石鎮里,1,214,201,6,3,1776
苗栗縣,苑裡鎮,社苓里,2,799,714,42,48,6438
苗栗縣,苑裡鎮,苑港里,1,535,324,26,15,3540
苗栗縣,苑裡鎮,西平里,2,603,406,24,45,4173
苗栗縣,苑裡鎮,中正里,2,820,638,38,18,5949
苗栗縣,苑裡鎮,西勢里,2,682,617,40,24,5442
苗栗縣,苑裡鎮,苑南里,2,611,598,30,18,5148
苗栗縣,苑裡鎮,山里,2,575,448,30,27,4296
苗栗縣,苑裡鎮,,0,14156,12296,704,678,112101
苗栗縣,通霄鎮,通西里,2,719,827,35,30,6231
苗栗縣,通霄鎮,圳頭里,1,258,250,16,15,2148
苗栗縣,通霄鎮,城南里,1,356,294,16,45,2862
苗栗縣,通霄鎮,通東里,1,430,466,17,18,3624
苗栗縣,通霄鎮,南和里,1,290,297,16,18,2457
苗栗縣,通霄鎮,通灣里,2,668,850,47,39,6693
苗栗縣,通霄鎮,五北里,2,545,483,35,18,4422
苗栗縣,通霄鎮,平安里,2,674,732,29,24,6174
苗栗縣,通霄鎮,福興里,1,253,204,11,9,1980
苗栗縣,通霄鎮,五南里,1,408,525,20,15,4032
苗栗縣,通霄鎮,通南里,2,868,998,26,57,7965
苗栗縣,通霄鎮,梅南里,2,520,521,39,15,4602
苗栗縣,通霄鎮,內湖里,2,593,736,39,27,5538
苗栗縣,通霄鎮,白東里,2,394,513,23,39,4089
苗栗縣,通霄鎮,新埔里,1,544,306,32,30,3759
苗栗縣,通霄鎮,平元里,2,695,649,41,21,5385
苗栗縣,通霄鎮,福源里,1,220,281,23,24,2388
苗栗縣,通霄鎮,坪頂里,1,373,499,24,30,3579
苗栗縣,通霄鎮,福龍里,1,82,194,11,21,1311
苗栗縣,通霄鎮,城北里,1,236,233,25,15,2091
苗栗縣,通霄鎮,楓樹里,1,140,213,4,12,1479
苗栗縣,通霄鎮,內島里,1,280,267,6,15,2400
苗栗縣,通霄鎮,白西里,1,265,275,18,9,2331
苗栗縣,通霄鎮,烏眉里,1,215,445,9,12,2808
苗栗縣,通霄鎮,,0,10026,11058,562,558,90348
苗栗縣,卓蘭鎮,景山里,1,219,275,26,9,2391
苗栗縣,卓蘭鎮,新厝里,2,563,588,26,36,4773
苗栗縣,卓蘭鎮,苗豐里,1,278,246,18,9,2352
苗栗縣,卓蘭鎮,坪林里,2,418,696,27,30,5016
苗栗縣,卓蘭鎮,上新里,3,768,710,31,36,6381
苗栗縣,卓蘭鎮,豐田里,1,365,359,12,21,3081
苗栗縣,卓蘭鎮,內灣里,3,813,731,44,54,6621
苗栗縣,卓蘭鎮,西坪里,1,192,238,12,24,1854
苗栗縣,卓蘭鎮,新榮里,1,480,408,15,9,3468
苗栗縣,卓蘭鎮,老庄里,2,804,761,36,54,6324
苗栗縣,卓蘭鎮,中街里,1,284,313,17,12,2367
苗栗縣,卓蘭鎮,,0,5184,5325,264,294,44628
苗栗縣,三灣鄉,永和村,1,75,209,6,6,1185
苗栗縣,三灣鄉,北埔村,1,114,255,15,30,1605
苗栗縣,三灣鄉,銅鏡村,1,179,470,12,21,2634
苗栗縣,三灣鄉,內灣村,1,124,367,9,6,1902
苗栗縣,三灣鄉,大坪村,1,106,235,7,9,1326
苗栗縣,三灣鄉,大河村,1,143,284,12,6,1743
苗栗縣,三灣鄉,三灣村,2,451,1151,54,33,6573
苗栗縣,三灣鄉,頂寮村,1,40,145,7,3,780
苗栗縣,三灣鄉,,0,1232,3116,122,114,17748
苗栗縣,大湖鄉,新開村,1,291,380,25,36,3093
苗栗縣,大湖鄉,大寮村,1,229,612,30,36,3786
苗栗縣,大湖鄉,義和村,2,341,620,49,21,4551
苗栗縣,大湖鄉,南湖村,1,152,293,10,12,2028
苗栗縣,大湖鄉,明湖村,1,102,393,11,6,2001
苗栗縣,大湖鄉,武榮村,1,88,239,9,3,1485
苗栗縣,大湖鄉,靜湖村,2,297,938,36,21,5241
苗栗縣,大湖鄉,東興村,1,168,328,17,6,2235
苗栗縣,大湖鄉,栗林村,1,227,392,25,15,2973
苗栗縣,大湖鄉,大南村,1,91,298,14,9,1803
苗栗縣,大湖鄉,大湖村,2,292,869,38,21,4938
苗栗縣,大湖鄉,富興村,1,293,638,25,39,4146
苗栗縣,大湖鄉,,0,2571,6000,289,225,38280
苗栗縣,,,0,107164,206200,9597,7800,1308657
新北市,貢寮區,福連里,2,416,227,17,21,2769
新北市,貢寮區,和美里,2,430,269,18,18,2982
新北市,貢寮區,龍門里,1,316,170,5,3,2172
新北市,貢寮區,雙玉里,2,317,210,10,18,2337
新北市,貢寮區,貢寮里,1,345,284,25,21,2697
新北市,貢寮區,仁里里,2,662,491,26,54,4998
新北市,貢寮區,美豐里,2,380,165,15,15,2364
新北市,貢寮區,龍崗里,1,161,110,5,3,1221
新北市,貢寮區,福隆里,2,663,514,39,30,4977
新北市,貢寮區,真理里,2,944,402,18,63,6288
新北市,貢寮區,吉林里,1,172,118,3,12,1389
新北市,貢寮區,,0,4806,2960,181,258,34194
新北市,板橋區,純翠里,3,1820,1612,108,36,13761
新北市,板橋區,永安里,2,1093,1053,64,42,8580
新北市,板橋區,五權里,3,1319,1398,74,78,10815
新北市,板橋區,柏翠里,2,1207,1318,70,30,10077
新北市,板橋區,福壽里,2,952,1185,65,66,8598
新北市,板橋區,滿翠里,3,1167,867,67,30,8079
新北市,板橋區,陽明里,2,998,950,42,39,7539
新北市,板橋區,新翠里,4,2403,2535,151,75,19956
新北市,板橋區,嵐翠里,2,895,708,51,51,6630
新北市,板橋區,仁翠里,2,1214,751,59,60,7920
新北市,板橋區,港德里,4,1533,1492,95,45,12528
新北市,板橋區,鄉雲里,2,1017,1276,56,84,9087
新北市,板橋區,後埔里,2,1047,1373,72,45,9663
新北市,板橋區,新海里,3,1197,1094,56,24,9570
新北市,板橋區,光榮里,2,719,981,31,30,6699
新北市,板橋區,歡園里,1,434,383,26,12,3264
新北市,板橋區,赤松里,1,207,270,13,15,1866
新北市,板橋區,長壽里,2,960,945,54,57,7272
新北市,板橋區,深丘里,4,1907,2795,118,129,18636
新北市,板橋區,港尾里,2,846,959,34,39,6906
新北市,板橋區,福丘里,2,941,1525,66,39,9783
新北市,板橋區,西安里,2,850,904,45,57,6870
新北市,板橋區,光仁里,2,996,984,40,42,7593
新北市,板橋區,湳興里,4,1533,1841,99,51,13839
新北市,板橋區,自強里,4,1275,2237,100,69,13800
新北市,板橋區,浮洲里,3,1241,1052,70,39,10521
新北市,板橋區,新埔里,2,740,727,46,18,5877
新北市,板橋區,崑崙里,5,2636,2932,159,87,23301
新北市,板橋區,新民里,3,1305,1469,81,45,10989
新北市,板橋區,民族里,3,1205,1370,51,42,10014
新北市,板橋區,振義里,3,1542,1179,72,45,10905
新北市,板橋區,龍翠里,3,1705,1565,97,51,13053
新北市,板橋區,文德里,2,954,1036,50,21,7881
新北市,板橋區,福祿里,2,1007,1471,73,48,9882
新北市,板橋區,松柏里,2,737,623,36,30,5451
新北市,板橋區,宏翠里,3,1424,1619,74,51,12303
新北市,板橋區,文翠里,3,1288,1331,64,63,10554
新北市,板橋區,埔墘里,4,1934,2122,100,96,15909
新北市,板橋區,大豐里,3,1383,1668,96,57,12141
新北市,板橋區,聯翠里,2,1073,1233,63,48,9615
新北市,板橋區,香丘里,3,1209,1231,57,57,9585
新北市,板橋區,青翠里,2,993,854,46,33,7794
新北市,板橋區,大安里,3,1279,1402,102,39,10848
新北市,板橋區,復興里,2,317,485,32,27,3984
新北市,板橋區,福翠里,1,456,496,32,15,3906
新北市,板橋區,懷翠里,3,2047,1727,106,57,15642
新北市,板橋區,文化里,2,1050,969,50,36,7920
新北市,板橋區,華中里,3,1805,1530,95,51,13737
新北市,板橋區,福星里,2,1032,1189,75,54,8583
新北市,板橋區,吉翠里,3,1342,1151,62,54,9693
新北市,板橋區,民權里,2,800,1052,43,45,7173
新北市,板橋區,新生里,3,1464,1434,87,66,11391
新北市,板橋區,仁愛里,3,729,1340,67,36,8220
新北市,板橋區,中山里,3,1118,1185,73,42,9681
新北市,板橋區,長安里,3,1366,1387,71,51,10737
新北市,板橋區,溪北里,2,1006,1180,60,39,8826
新北市,板橋區,廣德里,4,1794,2334,135,99,16071
新北市,板橋區,金華里,3,1269,1225,71,72,10371
新北市,板橋區,漢生里,3,1288,1662,85,60,11376
新北市,板橋區,和平里,2,786,1304,62,39,8238
新北市,板橋區,堂春里,2,1241,1354,85,45,10554
新北市,板橋區,忠誠里,3,623,2085,62,57,10209
新北市,板橋區,東丘里,3,1611,1357,79,93,11661
新北市,板橋區,民生里,2,765,682,39,24,5712
新北市,板橋區,玉光里,3,1691,1687,103,108,13296
新北市,板橋區,朝陽里,3,1244,1027,55,30,9108
新北市,板橋區,國光里,3,604,1958,95,33,9885
新北市,板橋區,留侯里,1,416,565,39,39,4026
新北市,板橋區,德翠里,4,2017,2282,99,84,16818
新北市,板橋區,新興里,2,926,1067,59,45,8253
新北市,板橋區,社後里,4,1838,1952,111,96,22206
新北市,板橋區,福安里,2,776,933,52,48,6915
新北市,板橋區,流芳里,1,410,494,30,15,3690
新北市,板橋區,百壽里,2,765,797,40,27,6228
新北市,板橋區,廣新里,3,1126,1095,52,72,8940
新北市,板橋區,富貴里,2,739,828,29,30,5964
新北市,板橋區,重慶里,5,2388,2946,148,84,21798
新北市,板橋區,建國里,3,1258,1120,81,54,9477
新北市,板橋區,龍安里,2,1001,875,71,27,7467
新北市,板橋區,黃石里,1,360,383,23,12,2970
新北市,板橋區,莒光里,2,1009,896,53,36,7716
新北市,板橋區,莊敬里,2,1178,1344,68,66,9798
新北市,板橋區,僑中里,3,1275,1232,83,30,10239
新北市,板橋區,信義里,3,1239,1412,97,78,10770
新北市,板橋區,正泰里,2,1030,994,69,42,7899
新北市,板橋區,江翠里,3,1648,1520,68,42,12594
新北市,板橋區,光復里,2,1030,1002,56,69,8085
新北市,板橋區,公館里,3,1247,1185,67,42,9813
新北市,板橋區,海山里,5,2182,2587,119,69,18603
新北市,板橋區,華德里,4,1826,2390,114,75,17316
新北市,板橋區,華福里,2,628,791,36,9,5550
新北市,板橋區,幸福里,3,1308,1225,49,54,10338
新北市,板橋區,廣福里,2,1220,1234,84,63,10506
新北市,板橋區,國泰里,2,976,1278,59,42,8898
新北市,板橋區,光華里,2,762,1016,49,21,7098
新北市,板橋區,溪福里,6,3384,4142,203,174,31335
新北市,板橋區,溪頭里,4,2037,1731,91,90,15270
新北市,板橋區,香雅里,2,858,869,47,18,6957
新北市,板橋區,埤墘里,2,1233,1306,90,63,10305
新北市,板橋區,雙玉里,2,1247,1200,66,51,9762
新北市,板橋區,華江里,3,1742,2156,104,87,15630
新北市,板橋區,民安里,2,575,783,34,21,5268
新北市,板橋區,景星里,2,933,1233,54,57,8592
新北市,板橋區,東安里,2,878,735,44,48,6372
新北市,板橋區,振興里,3,1606,1351,79,57,11520
新北市,板橋區,松翠里,2,1137,1082,73,48,9180
新北市,板橋區,文聖里,2,1317,1147,50,48,9912
新北市,板橋區,港嘴里,4,1993,1938,114,87,15882
新北市,板橋區,九如里,2,993,890,35,51,7437
新北市,板橋區,自立里,2,937,947,48,45,7344
新北市,板橋區,華興里,2,1136,1450,61,60,10290
新北市,板橋區,華翠里,2,1198,1114,65,36,9285
新北市,板橋區,溪洲里,3,1751,1824,119,75,14823
新北市,板橋區,聚安里,4,1746,1630,108,105,13926
新北市,板橋區,大觀里,2,1236,1020,68,48,9144
新北市,板橋區,成和里,3,1624,1708,113,96,14136
新北市,板橋區,華東里,3,1550,2645,150,72,16323
新北市,板橋區,福德里,3,1546,1798,89,66,13203
新北市,板橋區,挹秀里,2,397,706,26,21,4428
新北市,板橋區,華貴里,2,848,889,71,51,7032
新北市,板橋區,介壽里,2,937,1010,57,45,7884
新北市,板橋區,居仁里,2,1051,1003,48,42,8121
新北市,板橋區,忠翠里,5,2626,3502,154,114,23748
新北市,板橋區,中正里,3,1375,1493,57,81,11712
新北市,板橋區,明翠里,4,1726,1525,76,63,12882
新北市,板橋區,香社里,3,1425,1313,68,66,11046
新北市,板橋區,,0,155253,169703,9084,6705,1310652
新北市,萬里區,磺潭里,1,186,218,8,12,1683
新北市,萬里區,中幅里,1,279,425,27,12,2940
新北市,萬里區,北基里,2,654,1031,62,36,7983
新北市,萬里區,萬里里,3,1261,1514,78,54,11574
新北市,萬里區,龜吼里,2,649,803,36,36,6549
新北市,萬里區,崁腳里,1,205,159,16,12,1641
新北市,萬里區,大鵬里,2,819,1009,34,63,7599
新北市,萬里區,雙興里,1,406,267,33,18,2799
新北市,萬里區,溪底里,1,290,174,7,12,1998
新北市,萬里區,野柳里,2,963,1142,54,51,8844
新北市,萬里區,,0,5712,6742,355,306,53610
新北市,土城區,安和里,3,1479,1493,81,51,12264
新北市,土城區,柑林里,2,937,1002,56,30,7869
新北市,土城區,金城里,3,1308,2009,78,24,14076
新北市,土城區,日和里,3,1749,1720,100,81,14340
新北市,土城區,延祿里,3,1226,1249,67,48,10479
新北市,土城區,延吉里,3,1404,1209,79,84,11094
新北市,土城區,廷寮里,3,1370,1479,74,45,11553
